Text,Author,Likes,Date
I was wondering when you got so good at shield dropping lmao. It all makes sense now,Sepy,0,2023-04-07T07:06:50Z
Would be nice if you linked zain's youtube in the description,Storm,0,2023-04-07T07:06:37Z
Alternate camera angles were really good for this video,Wenting,0,2023-04-07T06:55:39Z
Bro know way Ken comes back and is gonna go under for another 15 years cause of Ludwig,Jacob Berman,0,2023-04-07T06:50:16Z
Boo.,Stan Jones,0,2023-04-07T06:47:16Z
Ludwig can you reviev multiversus? its a simiular game,ImNotGoodAtMinecraft,0,2023-04-07T06:46:56Z
DONT DISRESPECT MY BOY SEAL THATS MY GOAT‼️‼️‼️‼️💯💯💯👎,Mattzerater,1,2023-04-07T06:41:02Z
why did ludwig never lose any race in his life? because he was a cheetah,paikto paiktis,1,2023-04-07T06:36:54Z
How long is a bit a bit before its not a bit :),Cidermill,0,2023-04-07T06:34:03Z
Wow,Prince Thursday,0,2023-04-07T06:32:11Z
"Dang, Ludwig with the my hero academia mouse mat",Nytridic,0,2023-04-07T06:18:01Z
i had no idea this was fake i was so hyped up watching this live,Rocco&Sons,0,2023-04-07T06:15:30Z
"LOL, great vid! I thought Lud was actually the goat for beating Ken, but this makes more sense.",Aaron Ferguson,1,2023-04-07T06:04:32Z
wouldve been cool to see a ken vs zain marth mirror match,frio,0,2023-04-07T06:03:12Z
Zain seems really positive,Grace Kalipso,0,2023-04-07T06:02:49Z
one of the super smashbros players of all time,ex_w,0,2023-04-07T06:01:25Z
Bruh even Ringler got in on this,KeyboardKlutz,1,2023-04-07T05:53:47Z
poor ken...,Jimmy Ink,0,2023-04-07T05:50:39Z
Go moist moguls,Stevie Steve,0,2023-04-07T05:50:32Z
I watched this live and I will admit I fell for it.,Josh Xiv,0,2023-04-07T05:49:28Z
He really is a scammer,linsa mari,1,2023-04-07T05:46:58Z
Zain my beloved,Riolupai,0,2023-04-07T05:46:38Z
this is a genius way to debut him,RUBY,0,2023-04-07T05:45:24Z
Seal disrespected here man lmaooo,RadarSSBM,2,2023-04-07T05:43:07Z
THIS MAKES SO MUCH MORE SENSE,ahem,0,2023-04-07T05:42:06Z
YES YES YES YES YES YES,Spirit User,0,2023-04-07T05:41:38Z
And then you wonder why lud's chat moves the king ( or was it the queen i forgot ? ) 8 times in a row or so against dougdoug's chat in the yt vs twitch stream 😂,Marie-Eve Bouchard,0,2023-04-07T05:40:20Z
He said the thing!,Nich Stachel,0,2023-04-07T05:38:25Z
IT WAS A SCAM?!?!,Shannaniganz,0,2023-04-07T05:38:16Z
lesbian towel,naku,1,2023-04-07T05:36:32Z
Why is Tednivision just standing in the corner behind you,BailijayASMR,0,2023-04-07T05:31:40Z
"I knew you'd pick up zain, and I'm happy he's back",Murkus,0,2023-04-07T05:29:44Z
fuck i got baited  :(,Gabriel,1,2023-04-07T05:29:13Z
Haha. So his phrase “I’m just a commentator” during the stream had a deeper meaning.  😂,Makcraft,1,2023-04-07T05:26:55Z
LMFAO,chairman96,0,2023-04-07T05:26:01Z
Ken definitely relieved he didnt actually lose to lud,Aaron Burcham,0,2023-04-07T05:18:13Z
zain hitting rtc rest to clutch was dope lol,Eli Kohler,0,2023-04-07T05:12:58Z
I'm never believing in lud's gamer skills again,apple,0,2023-04-07T05:10:24Z
"Funny how pros go well against pros but bad against randoms because they do random stuff that is hard to predict, the same strategy bots do to win in chess or go.",Marcelo Moreira,0,2023-04-07T05:05:10Z
Even though he was great in Golden Guardians I’m super happy to see you guys signed him.,Hu Man,0,2023-04-07T05:04:11Z
*cool now do it in smash ultimate*,never knows Best,0,2023-04-07T05:03:48Z
Wtf...... didn't expect this bud hahahaha,Master Chiefy,0,2023-04-07T05:00:42Z
lmao legendary this was too good,BradleyMaditz,0,2023-04-07T04:53:16Z
Ludwig is only good in lying at this point,oiwa,0,2023-04-07T04:46:52Z
2:17 he said the thing,TruthSage,0,2023-04-07T04:46:05Z
"ludwig's acting is so good, i thought he was actually good at smash for a second there",Vioscillate,3,2023-04-07T04:41:34Z
i caught some of this stream and remember noticing that lud usually plays different but not for a second did i think it was somebody else entirely.,Spella Drought,1,2023-04-07T04:35:25Z
Just a normal day Lud scamming his chat,utkarsh pandey,1,2023-04-07T04:32:03Z
Lud is never going to be able to own anything cool he does ever again,Nicholas,0,2023-04-07T04:31:28Z
Moist is no longer Charlies? Lud is acting like he owns the whole thing now.,Marcus Rondo,0,2023-04-07T04:29:40Z
Such a funny idea. Nice,CasualMan,0,2023-04-07T04:24:12Z
cant wait for a video where ludwig shows that he never played a single game on stream in his lifetime and even used an autoclicker to beat those quickest clicks per minute games,Czerwona Panda,0,2023-04-07T04:22:08Z
Anyone know  where to find the song at 5:02 ?,Harmeson,0,2023-04-07T04:19:43Z
The amount of distrust chat has in lud have this and the chess is so funny. I guess this what money does to a mf 😔😔smh,Brendansface,0,2023-04-07T04:14:40Z
"LMFAO I saw this live and believed it, well done.",Winter,0,2023-04-07T04:12:33Z
"people  acting shocked ad luds acting like he didnt do theatre in school! Bros a natural, this was really convincing stuff.",riddlesLIVE,1,2023-04-07T04:08:00Z
"Why isn't there a Moist Moguls yt channel?  Could have player signing trailers there, behind the scenes etc",Victor710,0,2023-04-07T04:07:41Z
I watched the whole stream and never suspected a thing why you gaslighting me so good,Anna Vereschagina,1,2023-04-07T04:02:29Z
Awesome video. Looking forward to more Zain collabs :D,Zowski,1,2023-04-07T04:00:01Z
WTF IS THAT STREAM SETUP BRO,Leon Wong L.H.,0,2023-04-07T03:58:35Z
It would have been super mean if he challenged Ken to a marth ditto but it was really vs zain. The problem is he would have obviously immediately realized he wasn't playing Lud but either way would have been funny for 1 game,ltzp,0,2023-04-07T03:56:35Z
I love this!  So freakin funny.,SmashDriven,0,2023-04-07T03:55:16Z
Some major old Ludwig vibes from the beginning of the video.,Brian M,2,2023-04-07T03:52:57Z
"0:32 intro would've been sick if the background was actually a greenscreen, and zain was just in the background reading a book and twiddling his mustache like a villain",sanodeeter,0,2023-04-07T03:51:43Z
digging the old green screen look,kekprod,0,2023-04-07T03:50:31Z
Lessgo melee!,David,0,2023-04-07T03:49:40Z
goats esports has zain bruh???,Smex,0,2023-04-07T03:49:25Z
this video really made me realize that any content creator is pretty loud 😂😂 now i understand my sister when i'm streaming,Macy Tran,1,2023-04-07T03:48:35Z
The craziest thing about this video is finding out he has a My hero desk pad *gag*            Jk I love my hero chill,Carlos -Caracheo-Trujillo,0,2023-04-07T03:43:26Z
Intro like a yt short my boy,Tanner Emde,0,2023-04-07T03:42:37Z
More melee content! We can tell it’s your true love,TN,2,2023-04-07T03:42:16Z
It was pretty cool to get a look into Mogul Mail's stream set up,dissipation,0,2023-04-07T03:41:56Z
Normie people beating the best player in the world. That's what Overwatch quickplay feels like.,Robert Pion,0,2023-04-07T03:41:21Z
"Tbh Zain got beat by Justus, Ringler and Seal, and he was playing Puff too so not really like Overwatch quickplay.",Nawako,2,2023-04-07T03:45:20Z
LETSGO Zain is back home with the moguls,Alpha Graham,1,2023-04-07T03:41:09Z
I would've killed to see a Zain vs Ken Marth mirror matchup,Green Creature,0,2023-04-07T03:40:24Z
Moky Zain Fridays are gonna be on another level now,Nawako,1,2023-04-07T03:33:43Z
Of course calling Susan didn't help she doesn't work there anymore,Noah 7S,1,2023-04-07T03:23:00Z
Looking forward to the Mogul Mail about these cheating allegations,Trey Waagen,0,2023-04-07T03:20:42Z
King of Smash vs the King of Scams XD,Naito,0,2023-04-07T03:15:33Z
10/10 Video. heckin love it!,Valandril,0,2023-04-07T03:14:59Z
It bothers me he keeps saying super smash bros instead of super smash bros MELEE lmao,Lumos,1,2023-04-07T03:14:38Z
"Great video, but you owe Ken a rematch of some kind.  Just to see if you can actually take a game off of him legit since you were so close.  Or do a bro vs bro with him, that would be sick.  Good exposure for him (plus he's probably just a god gamer in general) and if you win you can be king of smash for a month or something lol",Alex,1,2023-04-07T03:08:25Z
I watched Ken on Survivor years ago and I had no idea he was actually a pro SSB player.. I remember on his season him saying that he loved video games but never got into details about what he played or how good he was. That’s so cool. I remember his season being really chaotic and fun to watch.,merlinhoot,86,2023-04-07T03:07:21Z
gabon was so messy that it was super entertaining fr lmao,gyuvinistic,1,2023-04-11T07:22:02Z
Bro I love when he does videos like this,Jake Collins,0,2023-04-07T03:06:58Z
Great idea for a vid and fun to watch. Nice work Lud,M S R,1,2023-04-07T03:04:16Z
sup,sussy boy,0,2023-04-07T03:01:46Z
This isn't the  first time he cheated or got caught lying to his community. The things you do or say for loyalty.,sangreazulvmd,0,2023-04-07T03:01:02Z
I would have been sweating if I was Zain letting him taking all the credit lmao,Taylor The Hater,1,2023-04-07T03:00:38Z
Jsalt not in the video :(,inverlock,2,2023-04-07T02:58:50Z
This is why you should've gotten the box the play. HungryBox Best jigglypuff player PERIOD,Sciferin,0,2023-04-07T02:56:18Z
L video u suck    Jk,PopyTheSicle,0,2023-04-07T02:48:01Z
0:42 bromie stole my god damn name,I’m cool I think,2,2023-04-07T02:46:15Z
this is without a doubt the video of all time,dragonshark09,0,2023-04-07T02:46:08Z
"You know youre in the presence of a smash legend when during all the hype, all you see is them rollin up their controller to go to the next tourny... @7:25",Justin Griego,0,2023-04-07T02:43:31Z
ludwig is smart.,Last Name First Name,0,2023-04-07T02:42:54Z
Goated vid,Roice Raschemalouski,0,2023-04-07T02:40:39Z
"4:10 ""Moist Moguls... the esports team that *I started* with Charlie"" Scamming himself with scammers, scamming us with clickbait titles, now gaslighting us into thinking *he started* Moist Moguls with Charlie and *not* the other way around. Ludwig is a riot 😂",Chef Boyardeez Nuts,3,2023-04-07T02:39:16Z
The fact that ludwig did better against ken than Zane did against some of Ludwig’s chatters is insane to me lol,Sirminimuffin,590,2023-04-07T02:38:27Z
​@Sirminimuffin.s❤,Paloria,0,2023-07-23T04:29:03Z
@Sirminimuffin Then why comment about it dummy,Charismatic,1,2023-05-07T23:59:55Z
@andersj91 it’s not that deep dawg,Sirminimuffin,1,2023-04-14T04:40:49Z
Zain lost to top 100 players and Ken isn't that good anymore...  He even said himself he hadn't been playing.  Also Zain literally picked jigglypuff up cold he doesn't play him.,andersj91,45,2023-04-14T03:09:44Z
They weren’t random chatters tho…,Julian Vargas,4,2023-04-11T22:30:11Z
2:17 boys,David,1,2023-04-07T02:37:25Z
I actually believed it was Lud when this was streamed. I was like damn he must have been grinding,BlueHundred,0,2023-04-07T02:35:39Z
What’s sad is Kens in the hospital he said the night he got beat by Zack Morris in smash broke his soul!,King Hulk,0,2023-04-07T02:33:58Z
Algo,Saint Vong,0,2023-04-07T02:29:35Z
The keyboard enthusiast in me is sad after seeing the board on the floor with GMK Noel on it covered by all the other controllers,Lars,0,2023-04-07T02:28:20Z
I was so proud of my boy for beating Ken... this video is amazing,Y Kahlil,1,2023-04-07T02:28:00Z
You look like Onision in ur thumbnail bub,mattatthome,0,2023-04-07T02:25:56Z
How much did you pay him,Cyclonus,0,2023-04-07T02:23:21Z
Awesome video!,pablopa,0,2023-04-07T02:22:24Z
Good to see Moist Zain,Aircatcher,0,2023-04-07T02:16:06Z
wow… i was wondering why he was on that green screen the whole time…,Christea,0,2023-04-07T02:11:12Z
i don't think he bought a green screen just for this video,NotLoc,0,2023-04-07T02:17:58Z
"""I tried calling Susan and she couldn't help""  Of course she couldn't Ludwig she doesn't work at YouTube anymore 😅🙄",Simon Miller,1,2023-04-07T02:08:53Z
I am a dumbass,Crazy Vulpix,0,2023-04-07T02:08:19Z
i think u switching on and off rlly sold it bc i truly thought u were just maulding this whole stream lmfao i was like wow haven’t seen him this worked up in a while,shank,0,2023-04-07T02:04:21Z
Am I getting lost or does SSB designate every other player the 'king'? Never heard of Ken :(,Jza,0,2023-04-07T02:02:45Z
"""King of Smash"" is unanimously Ken, he was the best in the world from about 2004-2006",Joel Hagdahl,0,2023-04-07T08:42:16Z
"Well Ken is the only King of Smash, but you might not know him if you never watched the Super Smash Bros. Documentary. The other players you might know about all have different nicknames like the Kid (Mang0), the Swedish Sniper (Armada), the Prince of Smash (Zain), the God Slayer (Leffen), Cltuchgod (Hungrybox), the Robot (Mew2king), those are all the most well known.",Nawako,1,2023-04-07T03:51:04Z
So zain is now sponsored by mogul moves,it85x30,0,2023-04-07T02:01:05Z
Damn your chat's plebian,Jza,0,2023-04-07T01:59:11Z
lol I was curious why Lud was so intent to play smash that night,Surfingbird52,0,2023-04-07T01:55:11Z
Bro when I was watching the stream I was shocked that Ludwig knew how to RTC rest... I guess it was all a sham,ian mchugh,2,2023-04-07T01:55:00Z
yo this was amazing lol,Breakfast Kids,0,2023-04-07T01:53:45Z
Don't let mango see this,Sammy Roberts,1,2023-04-07T01:50:41Z
"Cofeezilla is gonna come for you lud, you been scammin to much",Chaperone,0,2023-04-07T01:50:09Z
imagine being a random chatter and realizing in this video that when you thought you beat Ludwig you actually beat Zain,Bean,15321,2023-04-07T01:48:34Z
@Tormint ringler 3-0d leffen in my books the footage just got lost,shiverian,1,2023-04-18T01:22:41Z
@Chadhis name is actually Silly Bitchell. Get it right next time.,JonnyCraig13,4,2023-04-16T04:59:25Z
Yeah that would feel really good when you would realised that.,SuuriNappi,0,2023-04-14T16:59:14Z
@Chad 🤓,ZilloTheSensei,0,2023-04-13T14:45:50Z
@Chad currently,Clyde Alinas,0,2023-04-12T14:54:18Z
You guys are hella sick for sponsoring Zain! Can't wait to see more content featuring him,ghastly airs,0,2023-04-07T01:46:57Z
"BRUH I remember literally asking ""anyone know why he's got a greenscreen today?"". I know you fuckin saw it Mr. Wig.",Cubic-RegenT,0,2023-04-07T01:46:27Z
"Honestly props to Zain for not giving up the game with screeches and shouts for some of those losses, lmao. Great con.",Pleads,87,2023-04-07T01:43:24Z
D:,Tomas,0,2023-04-07T01:43:07Z
We love to see the Zain signing,Ashruth Reddy,1,2023-04-07T01:42:18Z
Ludwig is actually an insane actor tf,Aurelia,0,2023-04-07T01:41:58Z
Wish I could even slightly crack Zain's Marth powers.,Aphexm1ke,0,2023-04-07T01:41:38Z
Give him a best actor award men if I was on chat.... And watched this it looked legit.,COLA SENPAI,0,2023-04-07T01:41:00Z
This Ludwig guy...I knew he was a cheat. Mogul Mail will never cheat like this,Mr_ 0n10n,0,2023-04-07T01:38:58Z
Zain hype!,Dylishus Castillo,0,2023-04-07T01:37:03Z
"Let this be a reminder to all of you YouTubers viewers and 7 year old lud fans. EVERYTHING HE DOES AND MAKES IS FOR NO OTHER REASON THAN FOR HIM TO MAKE MORE MONEY. This shit is a scam. Stop watching, let him fall off lmao.",L L,0,2023-04-07T01:36:45Z
I called it in chat and it went ignored….,Vadim,1,2023-04-07T01:36:32Z
Wait... Ken was that guy from survivor? That's so funny. I had no idea he played Smash. He just said he played video games for a living. That's funny. Might watch some vids now.,Primal,1,2023-04-07T01:35:50Z
Who’s to say lud is even playing Pokémon at this point,Nick DeFranco,0,2023-04-07T01:33:28Z
"Still tho, Ludwig did beat 1 round against Jen at the end. Perhaps that was just luck, but I want to see him rematch men fair and square.",jacob page,1,2023-04-07T01:31:31Z
Thats just trashy,gabry moret,1,2023-04-07T01:30:55Z
"Lud, this is a bit that's gonna run out, a couple more of these and no one will legit believe you are good at anything you do on stream.",Iminumst,1,2023-04-07T01:30:29Z
Very cool!,Paulus The Cart,0,2023-04-07T01:29:48Z
I thought he just got carried away with all the Smash in that stream but he was farming the whole time 😆,TPowerWolf96,1,2023-04-07T01:27:22Z
W story telling,Antoblac,0,2023-04-07T01:26:37Z
No fucking way hell yeah,Ian Lewis,0,2023-04-07T01:24:29Z
"Gotta thank Ken for the content somehow, hahaha",Neniv,0,2023-04-07T01:23:58Z
This is why chat has trust issues,FordPerfectt,0,2023-04-07T01:23:53Z
He really came up with this elaborate lie to prove why he lost to exter,BLS58,0,2023-04-07T01:23:00Z
So glad this partnership happened,Jacob Luna,0,2023-04-07T01:22:06Z
This is so awesome!,VGBootCamp,4,2023-04-07T01:21:46Z
GimR <3,Joel Hagdahl,0,2023-04-07T08:40:43Z
"Well, well, well... look who it is",Nawako,0,2023-04-07T03:54:26Z
Ludwig flexing his smash commentator experience with this one. He gives live breakdowns of what's going on which really sold the illusion.,Verbfrombonsai,25,2023-04-07T01:20:58Z
"😅 ha ha yeah, what sounded like commenting was really him backseating all along. 🤣",Vixey Teh,1,2023-04-07T12:38:07Z
Zain lost some of them bc the chatters also hired pro gamers,SmiffyLel,0,2023-04-07T01:20:01Z
did no one question the green screen?,Itsmenicoduh,0,2023-04-07T01:19:25Z
"got damnit, I was actually so hyped  when you ""won"" against Ken...",Kongaii,0,2023-04-07T01:19:23Z
he fr is guy that lies all the time,Uh Oh,0,2023-04-07T01:19:06Z
Crazy I was in this video wow keep up the good work Lud,FCZane,0,2023-04-07T01:18:42Z
Zain's channel got back?,Isaias,0,2023-04-07T01:18:15Z
"I’m really wondering how many people get the reference to him doing this. It’s like a weird core memory i forgot about being brought back into the limelight. I’m pretty sure back in the Smash 4 days a kid went viral in the community for being extremely good, and it turned out to be a pro player playing for the kids behind the scenes. I don’t think I even watched the original video from back then but surprisingly this video touched me. I’m nowhere near as heavily invested in the smash community as I was when I was a teenager but this brought me back. Thanks Lud :)",Brandon Spencer,72,2023-04-07T01:17:48Z
@cuccieo9 yeah that’s what i’m talking about. Karissa the destroyer. this vid is such a good throwback,Brandon Spencer,0,2023-04-07T17:26:34Z
@Brandon Spencer Also related to this was a promotional event for smash 4 at Gamestop or smthing where they had this little kid playing everybody and destroying. In reality KDJ was behind the scenes playing,cuccieo9,0,2023-04-07T17:22:35Z
fucking found it karissa the destroyer lmao. can’t believe that was like 9 years ago.,Brandon Spencer,10,2023-04-07T01:52:49Z
watching this live was crazy,Slice of Bread,0,2023-04-07T01:16:54Z
When is Zain gonna be on the yard?,Pitu,0,2023-04-07T01:16:37Z
I had a sneaking suspicion that playing off the edge so much was a little sus initially that being said u played it off super well,Clayton Summers,0,2023-04-07T01:15:58Z
Imagine needing to cheating to win,King John The Great,1,2023-04-07T01:15:54Z
I knew this was a scam,Chris Chalker,0,2023-04-07T01:12:56Z
self report lud when you scam people you don't say it,Demonia,0,2023-04-07T01:11:25Z
Is Ludwig moving his room looks so empty...,Amanda Tinkham,0,2023-04-07T01:11:04Z
"should have been more hyped when ""you"" won",Jake Gore,0,2023-04-07T01:10:47Z
used to be one of THE super smash bros players of all time LULW,Nico,0,2023-04-07T01:10:45Z
throwback to when lud said there were no plans to hire zain to mxm,Cap'n Andrew,0,2023-04-07T01:10:24Z
Lud really hired Zain and made this whole video just to cover up that he lost to Exter 😂,JadonDoesThings,0,2023-04-07T01:09:20Z
This mans the Eddie Guerrero of esports. I watched and actually thought he beat Ken. Smh.,Riduckulous,0,2023-04-07T01:08:43Z
"Ludwig if you wanted to promote zain, you should've done it at the end of the vid😅",NT002,0,2023-04-07T01:08:30Z
Had no idea Ken was on Survivor. That's hilarious idk why,0verDDoS,0,2023-04-07T01:08:29Z
I watched this live and i had a feeling Lud was playing a little too clean,Burrito,0,2023-04-07T01:04:27Z
Song,Jesus Hernandez,0,2023-04-07T01:01:54Z
WHATTTTTT,EJ,0,2023-04-07T01:01:34Z
KEN FROM SURVIVOR?????,EJ,0,2023-04-07T01:01:27Z
Okay but imagine if Zain went Roy and people thought that Ludwig was suddenly a god Roy player,RuneTactics,0,2023-04-07T01:01:21Z
"Zain joining moist is so sick, really hyped to watch his matches in your team ^^",Milkshake,5,2023-04-07T01:00:57Z
I see why he didn’t sign hbox,joe schmoe,0,2023-04-07T01:00:07Z
Huge shoutout to Ludwin for exposing Ludwig’s cheating and exploitation of the team MogulMail has put so much effort into,Ned Curfman,26,2023-04-07T00:59:38Z
i thought he lost normally the first time and was gonna get trashed on the yard,Zane Harris,0,2023-04-07T00:59:34Z
Wait what...you mean to tell me that the entire time it was fucking scripted and I HYPED YOU UP????,pxrfxct,1,2023-04-07T00:58:57Z
WTF?? I LOST SO MANY CHANNEL POINTS TO THIS!,Einar,0,2023-04-07T00:57:19Z
see now when you actually get wins by yourself people aren't going to believe it was you.,Angry Bulldog Gaming,0,2023-04-07T00:52:57Z
Ive been pranked,Gibran Salazar,0,2023-04-07T00:52:29Z
Comment,Steve Quack,0,2023-04-07T00:50:15Z
I was there Lmao it was funny af when he started losing to viewers,Koko,3,2023-04-07T00:49:10Z
He cant keep getting away with this..,harsh595,0,2023-04-07T00:48:09Z
SIGN MARSS,evan n,0,2023-04-07T00:47:28Z
Baruh hahHa,MrKuKu,0,2023-04-07T00:46:53Z
Shoulda offered to reverse mains at the end,jeto,0,2023-04-07T00:46:07Z
I feel like pro players do like complete garbage against random people like Zane losing to randoms cause pro players mind are wired defferntly and they don’t expect you to do dumb things,blues,2,2023-04-07T00:45:43Z
WHAT IS REAL?????? NOTHING IS REEEEEEEEEEEEEEAAAAAAAAAAAAAAL,ReplacedByDrumbot,0,2023-04-07T00:45:38Z
Exter better still....,Manny,0,2023-04-07T00:45:11Z
"YouTube: What is your plan for this year, Ludwig? Ludwig: Cheating all over the place.",Kice Ou,0,2023-04-07T00:44:49Z
"0:05 I am infact, one of THE humans of all time. 🤣",Corbin Holcombe,0,2023-04-07T00:44:10Z
"Solid solid sign for you guys at Moist, let’s go Zain!",Gustavo S.,0,2023-04-07T00:43:55Z
huh,Eyeball,0,2023-04-07T00:43:39Z
TIL Lud sniped GG,wRocco,0,2023-04-07T00:41:30Z
glad ken still plays soemtimes,Goobert Crayon,0,2023-04-07T00:41:28Z
scammed the scammer,danny ran,0,2023-04-07T00:41:02Z
"That certainly explains how he up aired Exter when he wasn't even looking at the screen. 🤣   Honestly, that's when I thought my streamer be -ing.",Vixey Teh,3,2023-04-07T00:38:31Z
I hope that random person that beat Zain sees this,Ross Cooper,1,2023-04-07T00:38:26Z
"When I was watching this I was like ""something is off this has to be fake"" I knew it was fake from the beginning, since the beef with exter",King of Chads,0,2023-04-07T00:38:18Z
i feel tricked :o,Jana B.,0,2023-04-07T00:38:08Z
One of THE super smash bros player... of all time,Andrew Lee,0,2023-04-07T00:37:40Z
Getting a different experience from watching live and watching the video is my favorite.,Casey Barbee,0,2023-04-07T00:36:57Z
I just felt bad for Ken cause I thought Lud was cooking him lmao,Adamin,63,2023-04-07T00:36:08Z
There's no sponsor but this video is sponsored by moist mogul,Liam Tavormina,0,2023-04-07T00:35:59Z
"Just gonna stand there and watch him ? Well, that's alright, because we like the way he s Just gonna stand there and hear him lie? Well, that's alright, because I love the way he lies… love the way he lies.",Vixey Teh,1,2023-04-07T00:32:34Z
Loved this video! I was there for this stream and didn't suspect a thing!,Lindsey Tyler,0,2023-04-07T00:32:26Z
"Holy shit never did i imagine that id recognize a gamer not from the gaming community but from survivor, GO KEN",DocSuper G,0,2023-04-07T00:30:54Z
"Dont let the other 7 minutes confuse you, Ludwig still got rolled by a 16 year old",A G,0,2023-04-07T00:24:03Z
Rat behavior. This is why Luds my goat,Aldrech,0,2023-04-07T00:23:27Z
Please get Marss on your team,Chels Mac,0,2023-04-07T00:19:46Z
everyday is a fools day with ludwig and watching this video is like..... yep this is the ludwig I know.,remle ikawura,0,2023-04-07T00:19:42Z
"Yes, our sweet -wig be -min'. That's our streamer. 😻",Vixey Teh,0,2023-04-07T00:26:47Z
You signed Zain? Niceeee,Adriano Pontes,0,2023-04-07T00:17:09Z
So that's why zain left gg,Andrew_Gaming,0,2023-04-07T00:16:56Z
4:56 Love the little nod to the Smash Bros Documentary with the music choice,A.M. Personal,4,2023-04-07T00:15:41Z
"I've realized just recently, that Lud has the Trump hand expressions.",Kirk Dumandan,1,2023-04-07T00:15:01Z
"Heads up: If you look up Zein's new youtube channel on the search bar, it doesn't come up at all.  Only his old youtube channel.",10_Bruno_10,0,2023-04-07T00:14:06Z
bro.,LenzLea,0,2023-04-07T00:13:24Z
"Dang, I saw this live. And I wanted to quit melee cause LUD was playing soo good. Like how the fuck was LUD so good?!?!! at this game. Now I can be at peace and still play melee.",Padthai,1,2023-04-07T00:13:20Z
"after this and the chess vid,im never trusting ludwigs ability ever again",Alex,0,2023-04-07T00:13:06Z
pog,Sam Quattrocchi,0,2023-04-07T00:12:32Z
waiting for ken to show up in the coment section,Plzdonhakme,0,2023-04-07T00:11:07Z
Melee,Magic Bread,0,2023-04-07T00:10:59Z
Actually had me fooled during this stream! I thought you were playing a little too good,RazorSharp Plays,3,2023-04-07T00:10:30Z
Wow it's really been 3 years since Ludwig accidentally sponsored Zain to win Genesis.,Henry Gan,0,2023-04-07T00:09:44Z
"I knew there was something sus about the chat 1v1s, you just seemed so out of character 💀",Xolo,1,2023-04-07T00:09:41Z
I knew I wasn't wrong when I said Ludwig still didn't beat the king of smash yet when i popped in late,MassNoobness,0,2023-04-07T00:09:08Z
very nice name he has,Zain!,0,2023-04-07T00:08:51Z
😭,Yun0,0,2023-04-07T00:07:43Z
Does this mean Mogul Moist Moves Zain?,Schoobs,0,2023-04-07T00:07:10Z
i remember i would always drop my brother off at smash tournaments in arizona and he met u like several times and looking back i get so fuckin mad that i never stayed to watch,Degduf,0,2023-04-07T00:06:13Z
It would have been kinda hype if Ken beat Zainadine though even with Zain playing puff,Melvin Linderoth,0,2023-04-07T00:05:32Z
I will never trust you again. I was SO invested during this stream smh,Nathan Wildman,0,2023-04-07T00:04:13Z
MELEE CONTENT ON MAIN CHANNEL OMG OMG OMG SO MUCH EXPOSURE,2016 Silverado,0,2023-04-07T00:04:06Z
Great vid,stirling,0,2023-04-07T00:03:15Z
Damn cheating again?!?!,Justin Barabas,0,2023-04-07T00:01:30Z
greatest player requires skill across all mechanics in said game,R Smity,0,2023-04-07T00:01:19Z
First,Christopher,0,2023-04-07T00:01:05Z
Ken from survivor is a smash player?,James Tarantiles,1,2023-04-07T00:00:38Z
So naughty lately 😂,Grumpymonk,0,2023-04-07T00:00:34Z
Wait but where is the video of zain getting sponsored by moist?,Sean Keane,0,2023-04-07T00:00:26Z
The most player of all time defines Lud,Daniel,0,2023-04-07T00:00:26Z
"When you join an org and the first thing the owner does is make you cheat for him 😅  Also guy in chat who said ""SCRIPTED"", you're finally right but please God stop spamming that lol",TinUser,2,2023-04-07T00:00:06Z
PLAY GUILTY GEAR STRIVE,Fake Potato,0,2023-04-06T23:59:18Z
Anybody have I link to zain new challel,Yyhrva,1,2023-04-06T23:57:08Z
I kinda don’t like this. You just come as a asshole for cheating,SaucedUpStinkyGrandpa,0,2023-04-06T23:55:48Z
"... Lied to again, but for some reason I'm ok with it.  You played that off so naturally I never suspected a thing.  I have been wondering why you have the green screen up so much though.",Nyachan,0,2023-04-06T23:55:05Z
Bro always lying,Anicrow,0,2023-04-06T23:54:35Z
IT WAS FAKE,*shimy* *,0,2023-04-06T23:54:30Z
Ah cheating. Ludwigs best trap card.,Not Real,0,2023-04-06T23:54:04Z
moist zain Poggers... but where is moist mango,MyNameIsNyx,0,2023-04-06T23:52:12Z
i mean it's pretty awesome you signed zain but you should really have gotten hungrybox for this.,meep moop,0,2023-04-06T23:50:03Z
"Damn I really bought that, well played",PaleoHyena,0,2023-04-06T23:48:34Z
I dont hate how this has become a series where Lud challenges people but secretly has a pro play for him,Adrian,355,2023-04-06T23:47:32Z
Why is this when I find out ken was on survivor,Logan Voss,0,2023-04-06T23:47:31Z
Common lud w,Bigbossman Biden,0,2023-04-06T23:46:57Z
I so fkin thought he beat him wth hahahahaha,Rien Kouen,0,2023-04-06T23:46:26Z
uh rematch??,Uutama,0,2023-04-06T23:44:20Z
"Someone get this guy a Oscar, by god he got me good",ARGillustrations,2,2023-04-06T23:42:02Z
I was lied to this whole time 😳,Connor Hatch,0,2023-04-06T23:41:08Z
"What a sick concept for this video, absolutely loved it!! Was really entertaining especially since I was watching live and yet the video was somthing else I hadnt seen... such a cool way of formatting the video",Benedict Snatch,9,2023-04-06T23:40:03Z
Lwig,Shindeiru Nani,0,2023-04-06T23:38:48Z
