Text,Author,Likes,Date
how the hell is he playing online and on pc?? is it through dolphin? ngl enjoyed the vid and dropped a sub.. might tune into some streams ngl,empr'r,0,2023-04-10T06:00:52Z
i wonder what ken feels watching this,g,0,2023-04-10T05:53:17Z
(:,ShinyRust,0,2023-04-10T05:44:03Z
Yo SSB_Seal the goat tho,weebemo1,0,2023-04-10T04:44:13Z
should have given hbox a call lol,RPepero,0,2023-04-10T04:12:31Z
bottle of henny in the back LOL,Dean Alphonso,0,2023-04-10T03:55:04Z
Unfollowing you due to Hasan       that is all,Derek L,0,2023-04-10T03:50:41Z
The real reason Ludwig got into Moist,Strenko,0,2023-04-10T03:44:28Z
Zain a real one,MadMathMike,0,2023-04-10T03:42:45Z
Bringing in zain is such a W. Love that dude,Justin Verity,0,2023-04-10T03:06:32Z
The real cheat is exposing how many other streamers actually does this for their content on fps games 😂😂😂 will never know…,Emjay The Great,0,2023-04-10T02:48:08Z
Can we appreciate how ludwig lied that he was cheating just so his opponenets would feel better that he actually beat them?,Edward Berryman,0,2023-04-10T02:47:08Z
Nice,Tyler Bryan,0,2023-04-10T02:41:03Z
"""SSBSeal?? Really Zain??""  No you don't understand  Seal has been in damn near EVERY Melee video comment section since 2016 My dude KNOWS Melee They earned that dub, I'm sure",Dorohime,0,2023-04-10T02:09:41Z
I love how insanely humble Zain is the whole time,vyrn,4,2023-04-10T01:35:37Z
Zain is so handsome!,Noam Atiya,0,2023-04-10T01:16:29Z
"in retrospect, it should've been obvious that lud had something up his sleeve when he didn't spend 5 minutes searching for his GameCube controller",Bradley Johnson,0,2023-04-10T00:43:49Z
Air Coots reprasent,Glenuig,0,2023-04-09T23:55:32Z
E,MCInferno,0,2023-04-09T23:54:03Z
Should’ve hired hbix,4546Bean,0,2023-04-09T23:49:40Z
The plan was what?,Crusty,0,2023-04-09T23:44:09Z
"This is the best kind of bamboozle, well played Lud well played",ExThird,1,2023-04-09T22:21:34Z
Find out ken also hired a person to play his matches,mich ol,0,2023-04-09T20:05:16Z
1v1 me in cs go dumbass,Unfortunately Mortal,0,2023-04-09T19:52:57Z
U should have said you had been practicing your marth or something,tothemax0729,0,2023-04-09T19:51:58Z
"Ur going into a Jigglypuff match and didnt get Bassmage wtf Lud,",Hakka,0,2023-04-09T19:29:31Z
Ludwig’s intro is so funny: I used to be THE super smash bros,Max Mottola,0,2023-04-09T18:38:41Z
i mean the games that you werent cheating against ken were still really impressive u got him down to 1 stock a few times,Ninja,0,2023-04-09T18:33:42Z
"Congrats I don't know you, and you're a fraud.",Nohiro,0,2023-04-09T18:17:33Z
Ludwig cheated? Mogul Mails should make a video about it.,LetterJ,0,2023-04-09T17:29:49Z
is that zane,I used to off tank ,0,2023-04-09T17:20:35Z
This the ken guy from survivor,Zomb,0,2023-04-09T15:07:26Z
yes,C,0,2023-04-09T19:19:07Z
Pov: You are getting old and you are not able to compete,Fabio Della Neve,0,2023-04-09T15:03:14Z
"Damn, dual cam now on face and controller / keyboard & mouse or every gamer who live streams is cheating 🤣",Republic Of Casuals,0,2023-04-09T14:21:22Z
should've got HungryBox for this since he plays Puff,Justicek02nd,0,2023-04-09T13:52:31Z
High quality video (: thanks for making this,Aqwa,0,2023-04-09T13:33:50Z
He didnt lose pn accident at the start,Vergil,0,2023-04-09T13:08:06Z
Plot twist : hes playing the whole game but hired Zain to convince us he didnt,Ashura,0,2023-04-09T13:02:03Z
No one scams harder than Ludwig,TKT VR,0,2023-04-09T12:57:40Z
Good lord my ears when he swaps the POV camera.,Dexter Morgan,0,2023-04-09T12:55:53Z
wow so funny,Wannabe Entrepeneur,0,2023-04-09T11:42:48Z
Just remember if Lud is ever suspiciously amazing at something he's probably cheating.,Tiffany,32,2023-04-09T11:07:07Z
?,Kaorii,0,2023-07-23T17:49:03Z
the classic secret hand symbol of finger the pussy,Dusty Wizard,0,2023-04-09T10:10:24Z
"You familiar with Billy Mitchel, world video game champion? He could probably do it. So I gotta find a way to harness his power: 0:32",Tyler,0,2023-04-09T10:06:21Z
This is so weird seeing a Survivor player in a Ludwig video. Survivor is the only reason I know who Ken is lmao,Coltyn,1,2023-04-09T05:54:07Z
Zain is so cool.,Trebor,0,2023-04-09T04:33:43Z
alternative title : white man takes credit for the work he did not do!,Zat Rez,1,2023-04-09T04:13:08Z
lol thanks for having me on Lud,zain choudhry,0,2023-04-09T03:49:29Z
That's a fucking mogul move right there,why do I have 2 names,0,2023-04-09T00:50:23Z
The most Ludwig move ever 😂,Dwight Levinson-Gould,0,2023-04-08T23:58:06Z
HES INZAIN!,Socal Chris,0,2023-04-08T22:34:46Z
hennything is possible ludwig,Toon Man,0,2023-04-08T22:14:38Z
"I got into Melee around Christmas after hearing enough propaganda from The Yard. I wasn't a gamer prior to this, but I now spend the majority of my time playing. On my path to being a very mediocre smasher",ArxonBBY,0,2023-04-08T22:06:41Z
GREAT VIDEO DAYUM,mira’s diary ♡,0,2023-04-08T21:55:04Z
You may not like it but this is what peak performance looks like! lol,Drone Geeks,0,2023-04-08T21:28:20Z
"""I used to be one of THE super smash bros players of all time"" 😂😂😂",Andy Clift,0,2023-04-08T21:03:20Z
"Oh damn, Lud out here with the Universus MHA playmat mousepad. Wonder if he plays or just likes the mat",Jopy,0,2023-04-08T21:02:55Z
Hmmm Ludwig cheating??? Who would’ve thought. Is that why is isn’t playing CoD anymore 😂,MarcPalacios FPS/FGC-SlayAtHomeDad,0,2023-04-08T20:30:52Z
"Lud, i dont know if u will see this comment but if u see it i would like to suggest Bad News Eagles to you as a perfect team for your and Moist’s org, they are going through to majors 3 times in a row and in my opinion are really at a high level of play, literally beating Faze 2-0 today to qualify to the major, they have no org and are from Kosovo, a very small country in the Balkans.",Adrian,0,2023-04-08T19:53:08Z
Ludwig after spending one day without scamming nobody:,NewMarzz,0,2023-04-08T18:43:39Z
Why not just have him practice with your character ahead of time hah,BbB,0,2023-04-08T17:53:52Z
Ludwig is now making it a habit to get other people to play for him💀,Twister Boi,0,2023-04-08T17:19:01Z
theatre kid,Paula Salazar,0,2023-04-08T17:06:14Z
“Rests i havent even seen hungrybox do” into the rtc rest is absolutely hilarious,Hoptics,0,2023-04-08T16:54:33Z
i fucking love zain dude is a model,Destiny Dynamite,1,2023-04-08T16:14:31Z
w,MakeVideo TheGuy,0,2023-04-08T16:09:22Z
"Okay but REAL question is.  Why TF is Lud wearing a LIQUID Jersey!?  How DARE he bare the emblem of our wettest rivals!  (Kidding, obviously for those who think this is serious. Liquid is great, it’s just ironic)",TheGamingGecko,0,2023-04-08T15:35:16Z
Susan? What about Neil?,geraldine yorarou,0,2023-04-08T14:58:54Z
anyone else think lud's setup is super weak?,Tom Coscia,0,2023-04-08T14:57:37Z
thats why hes the best,Joseph Romano,0,2023-04-08T14:55:52Z
awesome,AThousandSunny54.,0,2023-04-08T14:06:34Z
I like this type of game and I played 1 game named Gun Mayhem which was kind of a similar game where 4 players can play together and was a very light game just a few MBs in size.,WARLORD,0,2023-04-08T13:54:48Z
ROFL Lud is a psychopath and I love it,waretafai,0,2023-04-08T13:51:05Z
best video in a while banger,Sevi,0,2023-04-08T13:40:20Z
scammer,Chuppy Puppy,0,2023-04-08T12:45:06Z
Lud you have to sign Linkus hes gonna get deported,eloi,1,2023-04-08T12:40:58Z
The fact that Ludwig made up a whole backstory just to troll his chat is crazy,SpiritSlayer,75,2023-04-08T12:25:18Z
"941,515 views, 59k likes, 997 comments, 4.27M subscribers. Nice!!",SpiritSlayer,1,2023-04-08T12:22:42Z
Jebailey emotes all day every day. Well played sir,NujabesFan,0,2023-04-08T11:50:45Z
brawlhalla > smash,McFishyBurga,0,2023-04-08T10:56:52Z
Why didn’t you just play marth Ludwig,Sky,0,2023-04-08T08:17:53Z
"Imagine being a random chatter who beat Ludwig, then when you watch this vid you find out you beat the best player in the world",macQg,0,2023-04-08T07:01:40Z
"It's cool that Zain's sponsored again, but could you imagine how crazy that Luminosity roster would have been if they picked up Zain and Cody? They'd have 2 of the top 5 Ultimate players, 2 of the top 3 Melee players, and Ginger",The Tempest,0,2023-04-08T06:03:28Z
Is it just me or Zain looks like Walter Jr with beard,Jave Cohnson,0,2023-04-08T05:53:29Z
how many of ludwig videos did he lie about 😢,ayeeitsluke,0,2023-04-08T04:57:02Z
all of the you laugh you lose? 😢😢,ayeeitsluke,0,2023-04-08T04:57:18Z
"This is actually funny, idc if he didn't really play but it was funny🤣",Help me,0,2023-04-08T04:00:51Z
"Worst, most cringe comp scene of all time change my mind.",FugLong,0,2023-04-08T03:47:57Z
@FugLong 👍,itsbmeGaming,0,2023-04-08T04:46:34Z
"@itsbmeGaming if it makes you feel any better I forgot to mention current smash in my message, melee is god tier obviously",FugLong,1,2023-04-08T04:20:01Z
@FugLong No you're free to think whatever you want even if it's wrong and irrelevant.,itsbmeGaming,1,2023-04-08T04:15:51Z
@Ludwig lol bet,FugLong,0,2023-04-08T04:05:54Z
No you can just think that lmao,Ludwig,3,2023-04-08T04:00:46Z
scammeth,オメガ・Ω,0,2023-04-08T03:10:51Z
Never trusting Ludwig in a Bro vs Bro again.,RegularOriginal,0,2023-04-08T02:51:54Z
Things to look out in the future  Greenscreens and Headsets.,GoRainn,1,2023-04-08T02:00:07Z
Lud should’ve played Marth ditto,Cam101077,0,2023-04-08T01:26:14Z
Poor ken was probably rethinking his whole life there,Cutielux,0,2023-04-08T00:58:43Z
mogul mail would never lie to us like this,chiefkeefmoney,0,2023-04-08T00:26:55Z
All the ultimate players like wtf where mkleo,Tommy Ellis,0,2023-04-08T00:21:17Z
Money vid. Comment for algi,Cody Rust,0,2023-04-08T00:14:31Z
best actor of 2023,MajikButton,0,2023-04-08T00:05:33Z
Zain looks so shy,Arjun,0,2023-04-07T22:35:50Z
This is a BETRAYAL on levels NO ONE HAS EVER SEEN!,Qwayzar Joe,0,2023-04-07T21:58:43Z
Now play an actual game against ken!!😂,Riccardo Curatola,0,2023-04-07T21:46:23Z
"I mean... he told the world he ""cheated"" so this was all for sh*ts and giggles, no harm done :D entertaining enough xD",JUMALATION1,1,2023-04-07T21:34:10Z
"Bro this is huge news, I did not know y'all signed Zain. He makes dope content so I hope he continues making YouTube videos",Areeb Masoodi,0,2023-04-07T21:27:23Z
0:33 harnessing the power of Billy Mitchell,DizzyHamster,0,2023-04-07T21:19:58Z
he should've asked hungrybox instead since he mains jigglypuff,Rey VnD,1,2023-04-07T21:13:03Z
0:48 is that supposed to be a towel? Or is this California drip that is just a colorful long skirt?,pikapowns,3,2023-04-07T21:10:01Z
"Poor Exter, he already bragged about beating lud in smash to the entire campus.. then this video happened 😭😂😂",janjan,0,2023-04-07T21:09:44Z
wtf he didn’t reveal zain?  That would’ve been a great moment for chat and ken,I don't even know.,0,2023-04-07T21:08:24Z
You should do a video like this with rust. That would be amazing to see how everyone reacts if you got someone really good at the game!,Becky P,0,2023-04-07T20:57:06Z
Where’s the fansly ad?,El pinguino,0,2023-04-07T20:50:46Z
I'm surprised there's no SSB Seal comment on this video,Arkelon,0,2023-04-07T20:47:00Z
Imagine getting shat on by Ludwig in melee couldnt be me,PBJai,0,2023-04-07T20:44:38Z
LUDWIG TALK TO ME,Editz,0,2023-04-07T20:42:35Z
"Congrats to Zain for signing with Moist Moguls!   See what you should’ve done is you should’ve made a video of a wheel spinning and landing on his preferred character, so it “would be more fair” than if you used jiggly puff.. but filmed urself typing itn spinning.. that site u always use.. then cut it so it landed on his character like it was a random spin  😂 I’m trying to think if that added (you not playing jiggly) would’ve made me suspicious. I don’t think so… I wasn’t AT ALL. Lol",little figgins,0,2023-04-07T20:12:30Z
Liewig ,Barx,1,2023-04-07T20:09:48Z
"yo, this is sad",melee agility,0,2023-04-07T20:05:13Z
i had not a single fkn suspicion god dammit,Crash-Comic,0,2023-04-07T19:38:20Z
who is better than WHOM lud... you're an english major...,xI_Gilgamesh_Ix,0,2023-04-07T19:25:13Z
"This mans a genius, kudos to you luddy",Dan Petersen,0,2023-04-07T19:24:32Z
"""pretty good at the game"".....= ""ppl in the smash scene knew me for the ice climber video""",Itscutta 03,0,2023-04-07T19:21:07Z
"""one of the super smash players of all time"" haha",Sam McDavitt | McMeeple Publishing,0,2023-04-07T19:17:46Z
Bro I didn’t suspect this at all during the stream because you kept losing to chat hahahaha,Hadi,0,2023-04-07T19:14:20Z
now i wanna see ken's reaction,TheMinecraft,0,2023-04-07T19:05:18Z
Where did Lud find that white shirt he's wearing?,CrowKurama,0,2023-04-07T19:02:42Z
Long-term Mogul Moves storytelling 🐝,Dagan Douglas,0,2023-04-07T18:59:58Z
Lowkey slaps you got the old and new red marth kings of smash to duke it out,TheNickerman,0,2023-04-07T18:53:14Z
"Susan? Shes not the CEO anymore, it's some Indian dude who tried to bring crypto to YouTube.",x4Psycho Shorts,0,2023-04-07T18:49:03Z
Mogul would never cheat,Ishan Agarwal,0,2023-04-07T18:48:03Z
I cant believe he did it again,Ellie,0,2023-04-07T18:46:19Z
I was in chat the whole time saying “there’s no way he’s actually playing this good”😂😂,Gio H,0,2023-04-07T18:45:20Z
"""Hitting rests I haven't even seen hungrybox do before"" *Proceeds to show the most basics of rests.",Sorex,0,2023-04-07T18:36:17Z
fantastic video,Peter,0,2023-04-07T18:26:56Z
Should've just called HungryBox smh,Akane Sakurada,1,2023-04-07T18:26:03Z
"Wow, Ludwig is a liar and a cheat 😂",BgJck,0,2023-04-07T18:17:35Z
ok slay gaslight king,saski4s,0,2023-04-07T18:13:25Z
😂,OgSpielBert,0,2023-04-07T18:07:32Z
Damn didnt see this cominy,S QuayleMan89,0,2023-04-07T17:58:37Z
its really intresting how every time  you come up with new Ideas from things you aquired recently,breaknox,0,2023-04-07T17:57:54Z
Zain's link is at very bottom of title link info. Btw.,Eric Moberg,0,2023-04-07T17:57:25Z
"This is like boruto using the Tool in the chunin exams only for everyone he beat to find out later that he cheated, he himself fought some good fights but it's all null and void in his opponent's eyes!",ByronTheUsurper,1,2023-04-07T17:49:21Z
astronomical amount of cringe,MIRLZY,0,2023-04-07T17:43:47Z
irreparable trust issues rn,midori,0,2023-04-07T17:42:30Z
"I didn't know zain was part of the moguls, fuck yeah, I gotta watch the boys!",ByronTheUsurper,1,2023-04-07T17:42:03Z
"Yknow what? Fuck it. I DO like watching melee, and I'm gonna watch more competitive smash in the future.",ByronTheUsurper,1,2023-04-07T17:40:30Z
What is that Megaman remix playing around 6 minutes?,xNickJones,0,2023-04-07T17:39:32Z
Now we know to never challenge you.,N,0,2023-04-07T17:33:56Z
THANK YOU SO MUCH for signing zain pls tell me this isnt just a 1 week long contract thing idk why gg dropped him ughhhh ludwig youre saving our scene bro,Juniper,0,2023-04-07T17:30:21Z
im just waiting for the chat vs dougdoug chat video lol,Ashley Adams,0,2023-04-07T17:25:43Z
Love Zain,ThePAPAFletcher,0,2023-04-07T17:13:04Z
Ludwig quit pro smash to become pro gaslighter,s0nar,0,2023-04-07T17:11:02Z
I watched this whole stream and popped off so many time at such sick plays only to find out it wasn’t ludwig… classic!,AniHive,1,2023-04-07T16:59:29Z
ludwig you are turning into a prank channel,Logano,0,2023-04-07T16:54:03Z
isn't this the guy that said fuk kids. now he streaming content targeting kids again.. man such a fake. and he a cheater too man the list goes on. boarder line pedofil and predator. Well actually if he still promoting  adult content to kids you guys should know which word to use.. HAHAHAha!!,Aus Lee,0,2023-04-07T16:52:33Z
lmao,Son_of_Poseidon,0,2023-04-07T16:51:30Z
best ludwig video in awhile,devon grey,1,2023-04-07T16:42:19Z
Damn I really was rooting for Zain the whole time and got so hype when lud won....i feel betrayed 😔 But knowing this looking back this makes the stream all more funny,Axel Fernandez,3,2023-04-07T16:32:39Z
This just proves that SOOOO many streamers like Nadia and others who cheat on COD etc they can easily have someone sitting close and pay them to perform and be quiet 😂,Kjertinge,1,2023-04-07T16:20:52Z
Oh this was the stream that was titled a Ludlocke for like the first hour before they realized no Ludlocke would be occuring,Justin Cadieux,0,2023-04-07T16:17:57Z
I see Lud pulled the sssniperwolf 😂,Maravilla,0,2023-04-07T16:12:21Z
wait so you didnt get zain to play marth,Max Alvord,0,2023-04-07T16:12:19Z
So my takeaway is that Ludwig sucks at smash,Jasper Haidacher,0,2023-04-07T16:08:50Z
LET'S GO ZAIN!!,ethEric,0,2023-04-07T15:46:21Z
Good video Mr. Wig,cerealSober,0,2023-04-07T15:40:17Z
Should’ve gotten hungry box,Commonnerfer,0,2023-04-07T15:31:28Z
Wow I've never considered how silly streaming looks from the outside,MacAttack,0,2023-04-07T15:25:42Z
“I was one of the super smash bros players” - Ludwig. He didn’t say best. Just that he was a super smash bros player,Kennedy Kaine,0,2023-04-07T15:14:57Z
noice,Andy nachos,0,2023-04-07T14:59:48Z
Bruh… this was worse then your Ludlocke… which your currently stalling on… just like this match… nothing but SMOKE,Liraリラ ,0,2023-04-07T14:57:18Z
Ludwigs ego actually convinced himself he threw against exter lmao,Ryleeman54number2,1,2023-04-07T14:55:42Z
If only zaine pulled out his main character in game 7 that would have been funny,Instinct,0,2023-04-07T14:45:09Z
"This is a really solid prank, it's hilarious.",Evan Shearin,0,2023-04-07T14:38:33Z
Where is a new episode of the button?,Glenn Earhart,0,2023-04-07T14:35:18Z
try brawhalla,PurpleBlaze,0,2023-04-07T14:35:12Z
Zainnnnnnn,Prooty,0,2023-04-07T14:28:54Z
"As the wise words from Brennan Lee Mulligan, I would suggest Ken: ""Get in the comments!""",LM R,0,2023-04-07T14:26:25Z
Grudge match on Ken's channel,GusJenkins,0,2023-04-07T14:25:22Z
EXPOSED. THANKS FOR EXPOSING THIS CON ARTIST. CANCEL THIS GUY !!!,Sky duster,0,2023-04-07T14:24:31Z
Out of date April fool's prank?,Krmiby,0,2023-04-07T14:24:01Z
2:17 HE SAID IT HE SAID IT HE SAID IT,MasterCuddles,2,2023-04-07T14:04:42Z
I was one of the smash bro of all time,ARIN,0,2023-04-07T14:01:17Z
All good things find their way home,Danny Phantom,0,2023-04-07T13:59:55Z
L wig moment,xQuigley,0,2023-04-07T13:57:35Z
Hey Ludwig have you thought about recruiting the Valorant player named yay he doesn't have a team right now and I think moist moguls Valorant team could really benefit from him,K0peT,0,2023-04-07T13:53:51Z
"this ludwig guy sure does cheat a lot, the mogul mail guy would never.",Matt,0,2023-04-07T13:51:39Z
Gaslighting friends and chat,Samurai Tuff,0,2023-04-07T13:48:00Z
Just announce Moist Mogul Zain already 💤💤💤💤,Clueless,0,2023-04-07T13:42:27Z
Well shit he already did huh,Clueless,0,2023-04-07T13:50:37Z
72,SHARPIE,0,2023-04-07T13:41:50Z
why are we making this serial liar rich  he could turn on us at any time,Blinzer,0,2023-04-07T13:39:58Z
I wonder if Ludwig has ever played roller champions?,Super Villain Nova,0,2023-04-07T13:31:01Z
Cant wait for Ludwig's reaction video on being exposed!!!,Tom Tom,0,2023-04-07T13:24:42Z
bruh I actually believed this shit💀💀💀😭😭,Gyro Zeppeli,0,2023-04-07T13:20:02Z
Jiggly Puff is the worst character in the game. Super Smash Bro’s the same as well. Why would you use jiggly puff? The only good technique ( IT ) has is putting people to sleep. That’s it. If you watch DevilArtemis you will see in one of his videos Kermit beats the hell out of jiggly puff with a baseball bat to get him to evolve but never works. I never use a jiggly puff in Pokémon games as well that’s how bad jiggly puff is.,XiroMassave,0,2023-04-07T13:16:48Z
Ludwig is definitely one of the smash Bros players of all time,Biju Gopalakrishnan,2,2023-04-07T13:15:51Z
Lud - the reveal would be really satisfying for this type of video.  If you woulda had Zain do marth dittos on game 7 that would have been incredible 😂,G Blooms,0,2023-04-07T13:08:07Z
Ken on some Hoarder Type Beat shit,Reinier Sandtke,0,2023-04-07T13:02:54Z
Congratulations Ludwig and Zain both 🎉🎉,Smash Fusion🐸,0,2023-04-07T13:02:03Z
The best strategy to win is to cheat^^,lonelyPorterCH,0,2023-04-07T12:53:11Z
MOIST ZAAAAAAAAAAAAAAAIN,Gareth,0,2023-04-07T12:52:00Z
"Watching this live, then this reveal video was like watching an Oceans Eleven for SMASH.  BOYS!!! TODAY, the plan is SIMPLE! This is how we are going to plan the hiest to steal the title, by the time the alarms go off, it would have been stolen yesterday!",Vixey Teh,0,2023-04-07T12:42:40Z
"Every time this man goes live now with a greenscreen, to do anything, I am convinced he has someone sitting next to him",Jadiac,10,2023-04-07T12:42:24Z
Ludwig is teaching me that no lack of skill can’t be overcome by a little extra money.,Cabbages,1,2023-04-07T12:37:41Z
"""gonna make chat give me some respect"" > ""im gonna cheat"" lmfaoooo",Soft Pawz,0,2023-04-07T12:33:39Z
pog,haven,0,2023-04-07T12:32:18Z
Wow another video of him getting someone else,Thiccems,0,2023-04-07T12:31:32Z
He looks just like MogulMail,Minty0,0,2023-04-07T12:23:12Z
Props to that one chatter that said it's scripted,Szaleos,0,2023-04-07T12:14:13Z
Classic cheatwig,C P,0,2023-04-07T11:59:18Z
And so he lied as easily as he breathed. xD  Very fun video!,Shoshkaboom,0,2023-04-07T11:56:18Z
Bros running out of ideas,nic,0,2023-04-07T11:52:42Z
Yes. No one spends money for content like Ludwig does.,chris kirk,0,2023-04-07T11:52:29Z
"This is a masterclass in scamming (losing to Exter was sandbagging, and switching between him and Zain is similar to the casino technique of changing between weighted and unweighted dice, which makes it harder to notice the cheat). If everybody exposed themselves like Ludwig does, Coffeezilla wouldn't have a channel.",Pedro Stormrage,18,2023-04-07T11:48:20Z
I was wondering why the hell you had react in the title and then you played smash for like 4 hours. I was baited. Fooled. Bamboozled.,nomiguda,0,2023-04-07T11:44:19Z
w,Albert Fingernoodle,0,2023-04-07T11:34:24Z
Wait wtf I was talking to my friend about how you beat KEN and how impressive that was. He doesnt know smash so I had to spend like 10 minutes explaining who KEN was just to explain how impressive this was. Fml,MiLkBaGzz,2,2023-04-07T11:32:25Z
Can’t ever trust lud 😭,Jotaro Kujo,0,2023-04-07T11:32:07Z
"""I want my chat to give me respect...so i'm going to scam them.""  Sound logic there, please continue.",Utterly Tangential,0,2023-04-07T11:31:39Z
Nice video lud!btw people might think i am dumb but how is he playing by controller to a tv super smash bros cuz i was searching it up and it says it is only for nintendo switch .can anyone explain,Gianluca Figueiredo,0,2023-04-07T11:31:00Z
"Yeah, lüdwig living for the content.",25 Cent,0,2023-04-07T11:27:08Z
lol,TreeWow Gaming,0,2023-04-07T11:27:05Z
I love how Ludwig just cheats in games now and since he admits to it and its entertaining it's fine,Focs,0,2023-04-07T11:22:18Z
Hiring one of the best smash players and then having them play for you so you can gaslight the chat into thinking your good is such a power play.,CoolDude101,8,2023-04-07T11:18:28Z
cool video! gotta rewatch the vod now knowing this ahaha,Bec Osborne,0,2023-04-07T11:10:16Z
Shoulda called hbox lmaooooo,Pipoy 1999,0,2023-04-07T11:08:42Z
haha i was there i had no clue,Jesal,1,2023-04-07T11:05:02Z
It’s “Ludvig”,Dylan Davidson,0,2023-04-07T10:47:38Z
Ludwig wins 2 days later upload a new video called I Hired a Professional ******,KyleDaBully,0,2023-04-07T10:41:53Z
"Lmaoo damn man I watched that stream, I thought it was real",Nuggets ML,0,2023-04-07T10:41:16Z
"i watched this vod and the first thing i said was ""oh whys he got the green screen today""",asphodel,0,2023-04-07T10:34:36Z
ik ur ass was up to no good,asphodel,0,2023-04-07T10:34:50Z
I knew something was up when I was watching the live because I was like why is he so defensive and competitive then again I am a new viewer but I knew something was up,Niky Tigu,0,2023-04-07T10:33:37Z
Nah Lud just faked this so he can pretend he got smoked by a 16 year old on purpose,Amity Gildersleeve,0,2023-04-07T10:19:34Z
"Ludwig taught us to never underestimate the streamer.  Not just in skill, but sheer pettiness. Sheer diabolical intent.  But also a lesson to streamers who want to try and pull stunts like this. The Melee community is a small, dangerous pond. You better hire the mother fuckin best.",Aflay,0,2023-04-07T10:09:43Z
"Ludwig, the gaslighting champion.",Martin Marinov,1,2023-04-07T10:05:20Z
500k views in 11 hrs? Ludwig fell off,Ghostly_killa-1,0,2023-04-07T09:56:49Z
4:54 the music change up when Zain taps in was great 😅 awesome bit on this one.,pnwmax,1,2023-04-07T09:56:03Z
damn good video,Famous people shorts,0,2023-04-07T09:43:06Z
Mogul Mail wouldn’t do this,André Roronora Zoro,0,2023-04-07T09:30:40Z
"Hell yeah, Melee content!",Dreami Sover,0,2023-04-07T09:28:44Z
Wtf do you even provide this world?,Drugs Delaney,0,2023-04-07T09:25:56Z
the way he talks during the set is the most ai generated melee speak ive ever heard,camoo,0,2023-04-07T09:23:34Z
Who knew Mudahar was this good at Melee,ImnotJolynet,0,2023-04-07T09:15:03Z
"I feel bad for Ken, he’s such a legend. Especially when he said,  “I’m trash at SSB.” Lid is a savage for continuing the bit. I hope you connected with Ken afterwords and told him everything. 🫶🏼",Jalie,0,2023-04-07T09:06:15Z
"These ""chatters"" lmao  Ringler is the best DK in the world and beat Leffens (perennial top 10 player) fox  Justus is a fringe top 100 fox with wins over top 50 players   And Seal won a Chicago arcadian (tournament for Unranked players)   Lud is ""the smash guy"" so you know loads of the community watches his stream",KestreLynn,1,2023-04-07T09:05:58Z
I hope you DMed Ken right after before he got into a meele crisis.,Je Kro,1,2023-04-07T09:01:36Z
let me make an overwatch eu pro team I cannot afford my own xD,Maceventura,0,2023-04-07T08:58:12Z
to end stream you should knocked over the green screen and we just see zain wrapping the controller up while you rush to close stream,Cody Sarazin,0,2023-04-07T08:57:53Z
Never gonna trust this mf doing well in anything ever again,Margin,0,2023-04-07T08:53:13Z
"SEAL IS MY GUY, DON'T DISRESPECT HIM 😤😤😤",Joel Hagdahl,0,2023-04-07T08:47:24Z
wouldn't expected any less for ludwig to do this,Captain,0,2023-04-07T08:43:23Z
My main take aways are the wild ludwig green screen and how quick Zain picked up Puff. Wild.,Tommcq,0,2023-04-07T08:41:55Z
"Ken, you alright?",ancard,0,2023-04-07T08:30:07Z
He beat a god gamer without even playing the game. Truly an inspirational victory.,Minze,25,2023-04-07T08:20:21Z
He used to be one of THE Super Smash Bros Players,Robin33,1,2023-04-07T08:14:29Z
I thought u were the god gamer but u are just sss😢,Cursed Demon,0,2023-04-07T08:10:16Z
Or. Hear me out. Get good again.,NotThatSleepy,0,2023-04-07T08:06:59Z
This was an elaborate way to pormote his player Zain and it works,WorldEaterZero,0,2023-04-07T07:55:21Z
Chat is going to have trust issues from now.,Pooky,0,2023-04-07T07:54:13Z
I never thought about it much even though I know that streamers talk to their monitor. But still hilarious to see how expressive he is to a monitor,Kong Sunlyheng,2,2023-04-07T07:50:51Z
"Ludwig has set it up so that literally any time he wins any game from now on, chat will assume there's someone else playing for him",clausewitzianwar,108,2023-04-07T07:49:16Z
"Zain's Fox would have also been fun to see, especially since it is most likely a lot better than his Puff",SSBM Nicki,0,2023-04-07T07:46:41Z
why is everyone in ludwigs chat a professional smash player,Janski 147,1,2023-04-07T07:43:19Z
"He started out as a commentator and player, so there's a few people who stuck around from that

(And also the Melee scene is just pretty small, so the news of the stream spread quickly LOL)",Joel Hagdahl,0,2023-04-07T08:39:29Z
I honestly wanted to call you out on it but I wasn’t gonna take the pressure from chat,Doggdaze,0,2023-04-07T07:41:06Z
"Kinda funny seeing a lot of people saying they’ve seen Ken on survivor but not know him from Smash. If you have any interest at all in smash or just competition in general ya’ll have to watch the Smash doc, really interesting and really highlights how dominant Ken was back in the day.",Dj,1,2023-04-07T07:37:29Z
nice lol,Not Harry,0,2023-04-07T07:32:35Z
"""gimme a second gimme a second I'm ACTUALLY SWEATING"" HAHAHAHHAAHAHAHAHAHAHAHAHA",Big V,0,2023-04-07T07:30:16Z
it was kind of double cheating because you guys got to rest your hands every other match while ken was playing the whole time getting hand cramps,myforever13,0,2023-04-07T07:23:00Z
A classic scam.,Evelynn Rasmussen,0,2023-04-07T07:16:55Z
"Loved this! I kinda wish you did a Marth ditto for the last game of the set or something, would have shocked chat and Ken completely - then the Zain reveal at the end. lol",BlueTarget,2,2023-04-07T07:09:16Z
